"paperID","Article.Title","DOI","Pub_Year","Source.Title","Authors","latitude_site_decimal","longitude_site_decimal","Open_access","Data_access","survey","tot_area","BIOME_NAME","ECO_NAME","biome_keep","area_keep","district_keep","cor.lat","cor.long","cor.country","dists","tot.auth","prop.India"
"A0551","Impact of disturbance on community structure, biomass and carbon stock in montane evergreen forests of Meghalaya, northeast India","https://doi.org/10.1080/17583004.2021.1899752",2021,"CARBON MANAGEMENT","Mir, AH; Chaudhury, G; Barbhuyan, HSA; Sarma, K; Upadhaya, K",25.467,91.3662,"y","y","plot-based or transects",0.0015,"Tropical & Subtropical Moist Broadleaf Forests","Meghalaya subtropical forests",1,1,1,25.6091604,91.8971103,"India",55.63,5,1
"A0552","Above ground biomass carbon assessment using field, satellite data and model based integrated approach to predict the carbon sequestration potential of major land use sector of Arunachal Himalaya, India","https://doi.org/10.1080/17583004.2021.1899753",2021,"CARBON MANAGEMENT","Das, B; Bordoloi, R; Deka, S; Paul, A; Pandey, PK; Singha, LB; Tripathi, OP; Mishra, BP; Mishra, M",27.2,93,"n","n","plot-based or transects",0.12681712,"Temperate Broadleaf & Mixed Forests","Eastern Himalayan broadleaf forests",1,1,1,27.1178324,93.7485874,"India",74.71,10,1
"A0568","Contribution of Cedrus deodara forests for climate mitigation along altitudinal gradient in Garhwal Himalaya, India","https://doi.org/10.1007/s11027-021-09941-w",2021,"MITIGATION AND ADAPTATION STRATEGIES FOR GLOBAL CHANGE","Sheikh, MA; Kumar, M; Todaria, NP; Bhat, JA; Kumar, A; Pandey, R",30.75,78.41,"n","n","plot-based or transects",0.018,"Tropical & Subtropical Coniferous Forests","Himalayan subtropical pine forests",1,1,1,32.0568391,118.7789602,"China",3815.88,6,0.833333333333333
"A0586","Estimation of forest aboveground biomass using combination of Landsat 8 and Sentinel-1A data with random forest regression algorithm in Himalayan Foothills","https://doi.org/10.1007/s42965-021-00140-x ",2021,"TROPICAL ECOLOGY","Purohit, S; Aggarwal, SP; Patel, NR",30.25,78,"y","n","plot-based or transects",0.1119803328,"Tropical & Subtropical Moist Broadleaf Forests","Upper Gangetic Plains moist deciduous forests",1,1,1,30.335641,78.0240375,"India",9.81,4,1
"A0629","Assessment of decadal land use dynamics of upper catchment area of Narmada River, the lifeline of Central India","https://doi.org/10.1016/j.jksus.2020.101322",2021,"JOURNAL OF KING SAUD UNIVERSITY SCIENCE","Thakur, TK; Patel, DK; Dutta, J; Kumar, A; Kaushik, S; Bijalwan, A; Fnais, MS; Abdelrahman, K; Ansari, MJ",22.61,81.25,"y","n","checklist",NA,"Tropical & Subtropical Moist Broadleaf Forests","East Deccan moist deciduous forests",1,1,1,22.6822292,81.7532219,"India",52.32,9,0.777777777777778
"A0633","Plant biodiversity and carbon sequestration potential of the planted forest in Brahmaputra flood plains","https://doi.org/10.1016/j.jenvman.2020.111671",2021,"JOURNAL OF ENVIRONMENTAL MANAGEMENT","Gogoi, A; Ahirwal, J; Sahoo, UK",26.83361111,94.00027778,"n","n","plot-based or transects",0.0039992976,"Tropical & Subtropical Moist Broadleaf Forests","Brahmaputra Valley semi-evergreen forests",1,1,1,23.7364942,92.6642456,"India",370.06,3,1
"A0634","Varying impacts of logging frequency on tree communities and carbon storage across evergreen and deciduous tropical forests in the Andaman Islands, India","https://doi.org/10.1016/j.foreco.2020.118791",2021,"FOREST ECOLOGY AND MANAGEMENT","Surendra, A; Osuri, AM; Ratnam, J",12.27778,92.81917,"n","y","plot-based or transects",0.038,"Tropical & Subtropical Moist Broadleaf Forests","Andaman Islands rain forests",1,1,1,41.3219383,-72.9245009,"United States of America",13893.53,4,0.75
"A0636","Carbon stock potential in Pinus roxburghii forests of Indian Himalayan regions","https://doi.org/10.1007/s10668-020-01178-y",2021,"ENVIRONMENT DEVELOPMENT AND SUSTAINABILITY","Kumar, M; Kumar, A; Kumar, R; Konsam, B; Pala, NA; Bhat, JA",25.25833334,79.30833334,"y","n","plot-based or transects",0.078,"Tropical & Subtropical Moist Broadleaf Forests","Upper Gangetic Plains moist deciduous forests",1,1,1,29.9057655,77.8374756,"India",537.3,7,0.857142857142857
"A0646","Assessment of woody species diversity and composition along a disturbance gradient in Behali Reserve Forest of Biswanath district, Assam, India","https://doi.org/10.12775/EQ.2021.009",2021,"ECOLOGICAL QUESTIONS","Borah, D; Das, B; Tangjang, S; Das, AP; Khapugin, AA",26.9,93.3,"y","y","plot-based or transects",0.014,"Tropical & Subtropical Moist Broadleaf Forests","Brahmaputra Valley semi-evergreen forests",1,1,1,27.1500703,93.7511268,"India",52.69,7,0.714285714285714
"A0649","Trees of Yadahalli Chinkara Wildlife Sanctuary, Bagalkot, Karnataka, India: A checklist","https://doi.org/10.14719/pst.2021.8.4.1278 ",2021,"PLANT SCIENCE TODAY","Koti, M; Kotresha, K",16.3823165,75.6180028,"y","y","checklist",NA,"Deserts & Xeric Shrublands","Deccan thorn scrub forests",1,1,1,15.440399,74.9852312,"India",124.83,2,1
"A0652","CHANGES IN SPECIES COMPOSITION AND LITTER DYNAMICS ALONG A FRAGMENT SIZE GRADIENT IN NORTHEAST INDIA","https://doi.org/10.15666/aeer/1904_29412962",2021,"APPLIED ECOLOGY AND ENVIRONMENTAL RESEARCH","Barbhuyan, HSA; Mir, AH; Chaudhury, G; Sarma, K; Upadhaya, K",25.26667,91.70833,"unsure","n","plot-based or transects",0.0014,"Tropical & Subtropical Moist Broadleaf Forests","Meghalaya subtropical forests",1,1,1,25.6384419,91.9196949,"India",46.52,5,1
"A0658","Mangrove floristics, forest structure and mapping of Neil Island (Andaman and Nicobar Islands, India) with emphasis on the diversity of Rhizophora species and the significance of small island mangroves","https://doi.org/10.1515/bot-2020-0075",2020,"Botanica Marina","Kannan, Sivakumar; Ragavan, P.; Gopalakrishnan, K.; Salah, Maryam; Balasubramani, K.",11.83,93.05,"unsure","n","plot-based or transects",0.0013,"Tropical & Subtropical Moist Broadleaf Forests","Andaman Islands rain forests",1,1,1,11.4914533,79.7653509,"India",1448.67,5,1
"A0678","Environment shapes the spatial organization of tree diversity in fragmented forests across a human-modified landscape","https://doi.org/10.1002/eap.2244",2021,"ECOLOGICAL APPLICATIONS","Krishnadas, M; Osuri, AM",12.7,75.8,"n","y","plot-based or transects",0.045,"Tropical & Subtropical Moist Broadleaf Forests","North Western Ghats montane rain forests",1,1,1,17.4176446,78.5431066,"India",602.24,2,1
"A0679","Natural regeneration dynamics of tree species along the altitudinal gradient in a subtropical moist deciduous forest of northern India","http://dx.doi.org/10.18520/cs/v119/i12/2014-2019",2020,"CURRENT SCIENCE","Akash; Navneet; Bhandari, BS",30.1788599,78.2843399,"y","n","plot-based or transects",0.0288,"Tropical & Subtropical Moist Broadleaf Forests","Upper Gangetic Plains moist deciduous forests",1,1,1,29.9200441,78.1229689,"India",32.74,3,1
"A0681","Quantifying the influence of plot-level uncertainty in above ground biomass up scaling using remote sensing data in central Indian dry deciduous forest","https://doi.org/10.1080/10106049.2020.1864029",2022,"GEOCARTO INTERNATIONAL","Mayamanikandan, T; Reddy, S; Fararoda, R; Thumaty, KC; Praveen, MSS; Rajashekar, G; Jha, CS; Das, IC; Gummapu, J",21.86,77.4,"n","n","plot-based or transects",0.45,"Tropical & Subtropical Dry Broadleaf Forests","Narmada Valley dry deciduous forests",1,1,1,17.7775896,83.376192,"India",773.28,10,1
"A0698","Plant diversity patterns along environmental gradients in Nanda Devi Biosphere Reserve, West Himalaya","https://doi.org/10.1007/s42965-020-00122-5",2021,"TROPICAL ECOLOGY","Rawat, B; Negi, AS",30.50027778,79.66694444,"y","n","plot-based or transects",0.06,"Montane Grasslands & Shrublands","Western Himalayan alpine shrub and meadows",1,1,1,30.2723733,78.0010035,"India",161.97,2,1
"A0701","Population structure and regeneration status of Shorea robusta and associated trees in Sal forests of Ranchi, Eastern India","https://doi.org/10.1007/s42965-020-00121-6",2021,"TROPICAL ECOLOGY","Kumar, R; Saikia, P",23.28336111,85.87502778,"y","y","plot-based or transects",0.46,"Tropical & Subtropical Dry Broadleaf Forests","Chhota-Nagpur dry deciduous forests",1,1,1,23.4454137,85.1481981,"India",76.43,2,1
"A0704","Tree cover and diversity modulate the response of carbon storage to precipitation variability in an Indian semi-arid forest","https://doi.org/10.18520/cs/v119/i9/1517-1525 ",2020,"CURRENT SCIENCE","Mehta, N; Sanchez, S; Marpu, P; Desai, AR; Krishnayya, NSR",23.14,71.73,"y","y","plot-based or transects",0.342,"Flooded Grasslands & Savannas","Rann of Kutch seasonal salt marsh",1,1,0,22.3386457,73.1895367,"India",174.39,5,0.4
"A0728","Pattern of forest recovery and carbon stock following shifting cultivation in Manipur, North-East India","https://doi.org/10.1371/journal.pone.0239906",2020,"PLOS ONE","Thong, P; Sahoo, UK; Thangjam, U; Pebam, R",24.41667,94.25,"y","n","plot-based or transects",0.006,"Tropical & Subtropical Moist Broadleaf Forests","Mizoram-Manipur-Kachin rain forests",1,1,1,23.7332381,92.6654329,"India",178.11,4,1
"A0741","Impact of Forest Fire Frequency on Tree Diversity and Species Regeneration in Tropical Dry Deciduous Forest of Panna Tiger Reserve, Madhya Pradesh, India","https://doi.org/10.1080/10549811.2020.1823853 ",2021,"JOURNAL OF SUSTAINABLE FORESTRY","Ray, T; Malasiya, D; Rajpoot, R; Verma, S; Dar, JA; Dayanandan, A; Raha, D; Lone, P; Pandey, P; Khare, PK; Khan, ML",24.616667,79.94,"n","n","plot-based or transects",0.1,"Tropical & Subtropical Dry Broadleaf Forests","Narmada Valley dry deciduous forests",1,1,1,23.8265828,78.7751302,"India",147.38,12,0.916666666666667
"A0755","Ecosystem Carbon Stock of Selected Mangrove Forests of Vypin - Cochin Region, Southwest Coast of India","https://doi.org/10.1007/s13157-020-01365-7 ",2020,"WETLANDS","ShyleshChandran, MS; Ravi, A; John, SM; Sivan, S; Asha, MS; Mammen, PC; Kumar, KJS; Sruthi, SN",10,76.25,"y","y","plot-based or transects",0.09,"Tropical & Subtropical Moist Broadleaf Forests","Malabar Coast moist forests",1,1,1,26.8562834,80.948002,"India",1940.31,10,1
"A0762","Assessing Restoration Potential of Fragmented and Degraded Fagaceae Forests in Meghalaya, North-East India","https://doi.org/10.3390/f11091008",2020,"FORESTS","Singh, PP; Chakraborty, T; Dermann, A; Dermann, F; Adhikari, D; Gurung, PB; Barik, SK; Bauhus, J; Fassnacht, FE; Dey, DC; Rosch, C; Saha, S",25.4,91.75,"unsure","n","plot-based or transects",0.03,"Tropical & Subtropical Moist Broadleaf Forests","Meghalaya subtropical forests",1,1,1,49.0111798,8.3953255,"Germany",7447.23,15,0.4
"A0784","Ecosystem-level carbon storage and its links to diversity, structural and environmental drivers in tropical forests of Western Ghats, India","https://doi.org/10.1038/s41598-020-70313-6",2020,"SCIENTIFIC REPORTS","Kothandaraman, S; Dar, JA; Sundarapandian, S; Dayanandan, S; Khan, ML",8.316667,77.316667,"y","n","plot-based or transects",0.028,"Tropical & Subtropical Moist Broadleaf Forests","Malabar Coast moist forests",1,1,1,23.8265828,78.7751302,"India",1733.54,5,0.8
"A0786","Estimation of Biomass and Soil Carbon Stock in the Hydroelectric Catchment of India and its Implementation to Climate Change","https://doi.org/10.1080/10549811.2020.1794907",2020,"JOURNAL OF SUSTAINABLE FORESTRY","Kumar, A; Kumar, M",30.5,78.5,"y","n","plot-based or transects",0.004,"Tropical & Subtropical Coniferous Forests","Himalayan subtropical pine forests",1,1,1,32.0568391,118.7789602,"China",3813.79,3,0.333333333333333
"A0794","Structural characteristics of mangrove forest in different coastal habitats of Gulf of Khambhat arid region of Gujarat, west coast of India","https://doi.org/10.1016/j.heliyon.2020.e04685",2020,"HELIYON","Singh, JK",22,72.33333,"unsure","n","plot-based or transects",0.00036,"Mangroves","Indus River Delta-Arabian Sea mangroves",1,1,1,23.2417751,72.6668552,"India",142.42,1,1
"A0798","Biomass model development for carbon stock estimation in the tropical forest of Eastern India: an allometric approach","https://doi.org/10.1007/s42965-020-00098-2",2020,"TROPICAL ECOLOGY","Biswas, S; Biswas, A; Das, A; Banerjee, S",24.87500002,86.87500002,"y","n","plot-based or transects",6.035,"Tropical & Subtropical Dry Broadleaf Forests","Chhota-Nagpur dry deciduous forests",1,1,1,22.9452453,88.5335715,"India",273.19,4,1
"A0809","Climatic stability drives latitudinal trends in range size and richness of woody plants in Western Ghats, India","https://doi.org/10.1371/journal.pone.0235733 ",2020,"PLOS ONE","Page, NV; Shanker, K",14.1073985,76.6745731,"y","y","plot-based or transects",0.0975,"Deserts & Xeric Shrublands","Deccan thorn scrub forests",1,0,1,13.0140114,77.565762,"India",155.29,3,1
"A0829","Plant Species Conservation Priority Index for Preparing Management Strategies: A Case Study from the Western Himalayas of India","https://doi.org/10.1007/s11842-020-09447-4",2020,"SMALL-SCALE FORESTRY","Rana, D; Kapoor, KS; Samant, SS; Bhatt, A",31.4,77.23,"n","n","plot-based or transects",0.004,"Tropical & Subtropical Coniferous Forests","Himalayan subtropical pine forests",1,1,1,32.0931135,76.5546031,"India",100.2,5,1
"A0832","Biomass and carbon stocks in mangrove ecosystems of Kerala, southwest coast of India","https://doi.org/10.1186/s13717-020-00227-8",2020,"ECOLOGICAL PROCESSES","Harishma, KM; Sandeep, S; Sreekumar, VB",10.850516,76.27108,"y","n","checklist",0.003,"Tropical & Subtropical Moist Broadleaf Forests","Malabar Coast moist forests",1,1,1,30.3437685,77.9995589,"India",2177.34,3,1
"A0835","Aboveground biomass estimation and carbon stock assessment along a topographical gradient in the forests of Manipur, Northeast India","https://doi.org/10.1007/s12517-020-05398-4",2020,"ARABIAN JOURNAL OF GEOSCIENCES","Sharma, K; Saikia, A; Goswami, S; Borthakur, M",24.5,93.75000003,"n","n","plot-based or transects",0.0594,"Tropical & Subtropical Moist Broadleaf Forests","Mizoram-Manipur-Kachin rain forests",1,1,1,26.1538664,91.6590261,"India",279.56,4,1
"A0855","Assessment of tree diversity and above-ground biomass in coffee agroforest dominated tropical landscape of India's Central Western Ghats","https://doi.org/10.1007/s11676-019-00885-1",2020,"JOURNAL OF FORESTRY RESEARCH","Devagiri, GM; Khaple, AK; Anithraj, HB; Kushalappa, CG; Krishnappa, AK; Mishra, SB",12.3,75.79,"y","y","plot-based or transects",0.03195392,"Tropical & Subtropical Moist Broadleaf Forests","South Western Ghats montane rain forests",1,1,1,12.1027291,76.01598,"India",32.97,6,1
"A0862","Patterns of plant communities along vertical gradient in Dhauladhar Mountains in Lesser Himalayas in North-Western India","https://doi.org/10.1016/j.scitotenv.2020.136919",2020,"SCIENCE OF THE TOTAL ENVIRONMENT","Ahmad, M; Uniyal, SK; Batish, DR; Singh, HP; Jaryan, V; Rathee, S; Sharma, P; Kohli, RK",32.16694444,76.59166667,"n","n","plot-based or transects",0.0084,"Temperate Broadleaf & Mixed Forests","Western Himalayan broadleaf forests",1,1,1,30.7582935,76.7642204,"India",157.66,10,1
"A0872","Estimation of carbon pools in secondary tropical deciduous forests of Odisha, India","https://doi.org/10.1007/s11676-020-01119-5",2021,"JOURNAL OF FORESTRY RESEARCH","Pattnayak, S; Kumar, M; Dhal, NK; Sahu, SC",20.3212,85.703,"y","n","plot-based or transects",0.048,"Tropical & Subtropical Moist Broadleaf Forests","Orissa semi-evergreen forests",1,1,1,21.9297768,86.7658561,"India",210.34,5,1
"A0891","Floristic analysis and dominance pattern of sal (Shorea robusta) forests in Ranchi, Jharkhand, eastern India","https://doi.org/10.1007/s11676-018-0829-9",2020,"JOURNAL OF FORESTRY RESEARCH","Kumar, R; Saikia, P",23.35,85.33,"y","n","plot-based or transects",0.235,"Tropical & Subtropical Dry Broadleaf Forests","Chhota-Nagpur dry deciduous forests",1,1,1,23.4454137,85.1481981,"India",21.4,2,1
"A0902","Tree diversity and carbon stock in a subtropical broadleaved forest are greater than a subtropical pine forest occurring in similar elevation of Meghalaya, north-eastern India","https://doi.org/10.1007/s42965-020-00061-1",2020,"TROPICAL ECOLOGY","Gogoi, RR; Adhikari, D; Upadhaya, K; Barik, SK",25.53,91.73,"n","n","plot-based or transects",0.0148,"Tropical & Subtropical Moist Broadleaf Forests","Meghalaya subtropical forests",1,1,1,26.8594354,80.9308304,"India",1088.45,5,1
"A0904","Mangrove species diversity, stand structure and zonation pattern in relation to environmental factors - A case study at Sundarban delta, east coast of India","https://doi.org/10.1016/j.rsma.2020.101111 ",2020,"REGIONAL STUDIES IN MARINE SCIENCE","Sreelekshmi, S; Nandan, SB; Kaimal, SV; Radhakrishnan, CK; Suresh, VR",22.008334,89.008333,"y","n","plot-based or transects",0.125,"Mangroves","Sundarbans mangroves",1,1,1,9.966688,76.2870113,NA,1908.15,1,1
"A0910","Greater tree community structure complexity in sacred forest compared to reserve forest land tenure systems in eastern India","https://doi.org/10.1017/S0376892919000390",2020,"Environmental Conservation","Rath, Subhani; Banerjee, Subham; John Robert",21.58,85.47,"n","n","plot-based or transects",0.0648,"Tropical & Subtropical Moist Broadleaf Forests","East Deccan moist deciduous forests",1,1,1,23.661042,88.2339475,"India",366.49,3,1
"A0926","Status, structure and environmental variations in semi-arid mangroves of India","https://doi.org/10.1007/s11676-018-0793-4",2020,"JOURNAL OF FORESTRY RESEARCH","Thivakaran, GA; Sharma, SB; Chowdhury, A; Murugan, A",22.50027778,70.00027778,"y","n","plot-based or transects",0.0162,"Deserts & Xeric Shrublands","Aravalli west thorn scrub forests",1,1,1,23.2139172,69.6545223,"India",87,5,1
"A0928","A STUDY OF ETHNOMEDICINAL PLANT DIVERSITY OF SACRED NATURAL SITES OF PANCHKOSHI PILGRIMAGE OF VARANASI, UTTAR PRADESH INDIA","https://doi.org/10.13040/IJPSR.0975-8232.11(2).710-20",2020,"INTERNATIONAL JOURNAL OF PHARMACEUTICAL SCIENCES AND RESEARCH","Patel, SK; Sharma, A; Tiwari, AK; Singh, GS",25.268275,82.95844167,"y","n","checklist",NA,"Tropical & Subtropical Moist Broadleaf Forests","Upper Gangetic Plains moist deciduous forests",1,1,1,25.3176452,82.9739144,"India",5.71,4,1
"A0933","Ecological determinants of occupancy and abundance of chinkara (Gazella bennettii) in Yadahalli Wildlife Sanctuary, Karnataka, India","https://doi.org/10.18520/cs/v118/i2/264-270",2020,"CURRENT SCIENCE","Kumar, D; Velankar, AD; Rao, NVR; Kumara, HN; Mishra, PS; Bhattacharya, P; Raj, VM",16.34819445,75.51430556,"y","n","plot-based or transects",0.0062,"Deserts & Xeric Shrublands","Deccan thorn scrub forests",1,1,1,11.0927309,76.7869297,"India",600.99,10,1
"A0935","Variation in tree biomass and carbon stocks in three tropical dry deciduous forest types of Madhya Pradesh, India","https://doi.org/10.1080/17583004.2020.1712181",2020,"CARBON MANAGEMENT","Raha, D; Dar, JA; Pandey, PK; Lone, PA; Verma, S; Khare, PK; Khan, ML",24.38,79.21,"y","n","plot-based or transects",0.0168,"Tropical & Subtropical Dry Broadleaf Forests","Narmada Valley dry deciduous forests",1,1,1,23.8265828,78.7751302,"India",75.82,7,1
"A0940","Plant Diversity and Distribution Pattern in Tropical Dry Deciduous Forest of Eastern Ghats, India","https://doi.org/10.1007/978-3-030-32463-6_8",2020,"SOCIO-ECONOMIC AND ECO-BIOLOGICAL DIMENSIONS IN RESOURCE USE AND CONSERVATION: STRATEGIES FOR SUSTAINABILITY","Gandhi, DS; Sundarapandian, S",12.175,78.8625,"y","n","plot-based or transects",0.3,"Tropical & Subtropical Dry Broadleaf Forests","South Deccan Plateau dry deciduous forests",1,1,1,12.0182619,79.8568461,"India",109.63,2,1
